sampleID,HGNC_symbol,Control,Mutant,Log2FC,pvalue,"","",""
sample2,MLYCD,,,0.936843789619058,0.000212523611075085,"","",""
sample2,CYHR1,,,0.348661282642313,0.00022566558529277,"","",""
sample2,CCNJL,,,1.45503071321157,0.000292653354285949,"","",""
sample2,SERPINB1,,,0.876116167042991,0.000256942964437388,"","",""
sample2,LURAP1L,,,1.08607330927592,0.000303412301046642,"","",""
sample2,EXOSC10,,,-0.598610147346531,0.000248315001696309,"","",""
sample2,RND3,,,-1.52997475956315,0.000227844463546531,"","",""
sample2,GRM8,,,-1.39770843035056,0.000312825494986496,"","",""
sample2,COG5,,,0.646995887817748,0.00025001202550392,"","",""
sample2,TM4SF18,,,-1.16371278731284,0.000300640565067349,"","",""
sample2,RRM2B,,,0.678496358885654,0.000253684834881713,"","",""
sample2,TPT1,,,0.427809046795302,0.000237385161872899,"","",""
sample2,C1QTNF12,,,1.36712765041378,0.000341526834527741,"","",""
sample2,ADGRG1,,,-0.687722145794679,0.000255022991714218,"","",""
sample2,ZNF582,,,0.816880821685053,0.000352199037368993,"","",""
sample2,HSD17B11,,,0.544248113134522,0.000312041096199811,"","",""
sample2,CEP57,,,0.521702662048087,0.000301250035748514,"","",""
sample2,SLC14A1,,,2.63118245889601,0.000113506710651032,"","",""
sample2,SMIM20,,,0.480048224950921,0.000269483935207168,"","",""
sample2,WDR83OS,,,0.406775731598633,0.000303325196784118,"","",""
sample2,DUSP16,,,-0.764233939420969,0.000287587645471964,"","",""
sample2,SFPQ,,,-0.711061503830531,0.00026819817014325,"","",""
sample2,RNF43,,,0.702830657974591,0.000314972565832551,"","",""
sample2,ZFPM1,,,0.959699541767531,0.000385883666529252,"","",""
sample2,RLF,,,-0.59027163942017,0.000310353148092139,"","",""
sample2,HDAC5,,,-0.510669787344694,0.000277810142895024,"","",""
sample2,DUSP8,,,-0.760026552817345,0.000286210961355841,"","",""
sample2,ZNF619,,,1.50242777418631,0.000351912230658768,"","",""
sample2,TSPAN12,,,0.658041143666688,0.000279295169751095,"","",""
sample2,RBM23,,,-0.651325443283342,0.000315199551670728,"","",""
sample2,MNT,,,0.83302879092873,0.000341391068106869,"","",""
sample2,CYP2U1,,,0.516178433789283,0.000335566648558148,"","",""
sample2,FAM32A,,,0.33683835957997,0.000293808063207141,"","",""
sample2,SYPL1,,,0.460669548043476,0.000299120766012823,"","",""
sample2,BTAF1,,,-0.570949834259814,0.000350955086120186,"","",""
sample2,EMC6,,,0.417468176939046,0.000304993562959566,"","",""
sample2,KCNE1,,,1.26834872415277,0.000332893958048417,"","",""
sample2,VAPB,,,0.30929107490384,0.000295255460639532,"","",""
sample2,FAM200C,,,0.630104064672026,0.00033105539779125,"","",""
sample2,DCUN1D3,,,-0.639122687108908,0.000389699428343824,"","",""
sample2,CALM3,,,0.356782974705833,0.000296282577157201,"","",""
sample2,PKIB,,,1.85914687509489,0.000286106174944287,"","",""
sample2,ZNF696,,,0.686571389993624,0.000426445769900143,"","",""
sample2,SPCS2,,,0.44714056996226,0.000349464999012576,"","",""
sample2,MGME1,,,0.78469473177153,0.000434726993689718,"","",""
sample2,NDEL1,,,-0.67488061385209,0.000343089114724224,"","",""
sample2,FPGT,,,0.880157484969347,0.000454176432599003,"","",""
sample2,PRMT6,,,0.45222467332329,0.000365543787300188,"","",""
sample2,ZNF526,,,0.62687639723341,0.000397883406633823,"","",""
sample2,C6orf120,,,0.365374829614416,0.000333465940842881,"","",""
sample2,AHR,,,0.746057728865454,0.000416083603769205,"","",""
sample2,POP7,,,0.564472007341993,0.000412416322202081,"","",""
sample2,ZNF32,,,0.524588240947103,0.000366298466504421,"","",""
sample2,DDAH1,,,0.89802487634582,0.000327593458521719,"","",""
sample2,AAR2,,,0.538785340632605,0.000408045539189425,"","",""
sample2,TWF1,,,-0.658414654550196,0.000451448282039892,"","",""
sample2,GPR160,,,-0.975225032691964,0.000464562337746955,"","",""
sample2,MCL1,,,-0.62209094471993,0.000333565850395645,"","",""
sample2,SOX10,,,1.36683496963941,0.000470479328493558,"","",""
sample2,TMUB1,,,0.59140776962423,0.000434569416783949,"","",""
sample2,SIGMAR1,,,0.500396943849205,0.000383524646621212,"","",""
sample2,TWNK,,,0.460345294743816,0.000383990653178743,"","",""
sample2,SLC25A26,,,0.558767095955315,0.000418492256960342,"","",""
sample2,VWA8,,,-0.430952420217434,0.000353072492529218,"","",""
sample2,PHLDA3,,,1.0378940483209,0.00046186154811437,"","",""
sample2,GRAMD2A,,,1.84444221847475,0.00038518988466934,"","",""
sample2,PPP1CA,,,0.342698565184184,0.000358229548355604,"","",""
sample2,PELI1,,,-0.56860590495937,0.000396308602812311,"","",""
sample2,RBMX,,,-0.544064983213819,0.000353910854642583,"","",""
sample2,NCOR2,,,-0.451531219776496,0.000359763986801601,"","",""
sample2,KLF5,,,-1.0404411577407,0.00046858538608754,"","",""
sample2,FAM217B,,,0.633066753303735,0.000429694247363068,"","",""
sample2,YAE1,,,0.517310164316108,0.000475872103309579,"","",""
sample2,TOR1A,,,0.544102291879734,0.000471859655211266,"","",""
sample2,SIAH1,,,-0.630303367603157,0.000377267228510408,"","",""
sample2,ZNF566,,,0.858975167295696,0.000531239906751072,"","",""
