"GENENAME","ENSEMBL","ENSEMBL.1","PC1","PC2","PC3","PC4","PC5"
"ZNF423","ENSECAG00000000244","ENSECAG00000000244",-0.0089306906228,0.00343705878311011,-0.00163062521343585,-0.00232355149602188,0.00189078460598389
"GTF2F1","ENSECAG00000000246","ENSECAG00000000246",-0.00252488697536611,0.000420693988389981,0.00372830070772551,-0.00293558784618456,-0.000171971126668827
"SERTAD1","ENSECAG00000000248","ENSECAG00000000248",0.00195925637944038,-0.0012490000444999,-0.000672852622975645,-0.000634042394211785,-0.00686563913583944
"CILP2","ENSECAG00000000250","ENSECAG00000000250",0.0231701872971365,0.00625350335413072,-0.00235445536514633,-0.0141536409606477,-0.0155482668630645
"THAP4","ENSECAG00000000252","ENSECAG00000000252",0.00525902756383541,-0.00357657440012334,0.00165384120253506,-0.0054964951954004,0.00250249559989112
"WAS","ENSECAG00000000253","ENSECAG00000000253",0.008764787186099,-0.00868628543846097,0.00982109119726405,0.00608643305967693,0.0107330924803954
"STX11","ENSECAG00000000258","ENSECAG00000000258",0.00227531716053508,-0.00779283349733625,-0.00619725954126181,0.0042302377718687,-0.00708120285700821
"STAU2","ENSECAG00000000260","ENSECAG00000000260",0.00278236890974805,0.00186937651529053,0.00356657185051184,0.000719292502149821,-0.00389964363538993
"IDH3B","ENSECAG00000000261","ENSECAG00000000261",0.00287767089917433,-0.0010099272725169,0.00190790428320888,-0.00634042919063198,-0.00162784555715511
"SLC35A2","ENSECAG00000000263","ENSECAG00000000263",-0.00487908932902521,0.000974089495567225,0.0019039970598546,-0.00130476669892482,-0.00179509811471428
"DCT","ENSECAG00000000264","ENSECAG00000000264",-0.00267984476457374,0.0142859637327797,0.00203201879757816,-0.0190535218307641,-0.0136865055121529
"CYB5B","ENSECAG00000000265","ENSECAG00000000265",-0.000909402745015639,-0.000564442478951089,0.00161377651057115,4.32735369841861e-05,0.00244029510198044
"RYBP","ENSECAG00000000266","ENSECAG00000000266",-0.00390675886867524,0.00166672084631032,-0.00540994037318393,0.00233822503822414,-0.00450133141141845
"CDC37L1","ENSECAG00000000269","ENSECAG00000000269",-0.00364698633180287,-0.00475711744392354,0.00159440098433609,0.00218303263178718,-0.00899909349133211
"APBA1","ENSECAG00000000271","ENSECAG00000000271",-0.00470171485655363,-0.00362739637667756,-0.00483289337243777,0.00595910199807002,-0.00469389232499316
"DLST","ENSECAG00000000273","ENSECAG00000000273",0.00180543772926009,-0.000915270403182362,0.00481140500952761,-0.00458166269158212,0.00270356786067025
"SPAG16","ENSECAG00000000274","ENSECAG00000000274",0.0050133881500881,0.00108640141146905,-0.00473498800876582,0.00254853803008196,-0.000536581067130347
"FARS2","ENSECAG00000000279","ENSECAG00000000279",-0.000983897371647096,-0.00218654859079748,0.00165257875081616,-0.0049215884757535,0.0017905990021909
"ABCD4","ENSECAG00000000282","ENSECAG00000000282",-0.000226064633162117,-0.0113923095484488,-0.00626434642721936,-0.00454809299924111,0.00128198081651088
"USP18","ENSECAG00000000284","ENSECAG00000000284",0.00471190383803023,-0.0102903922447967,0.00116981388155543,0.00948971128261732,0.0145273105520106
"HIRA","ENSECAG00000000286","ENSECAG00000000286",0.00115467914728596,0.000430900769093565,0.0021963411722702,-0.000142507552442653,0.000413686808067138
"RBM10","ENSECAG00000000287","ENSECAG00000000287",-0.00122318214079765,-0.00126902335215741,-0.00345689932931805,-0.000596255729020828,-0.00328247443034262
"PLCG2","ENSECAG00000000291","ENSECAG00000000291",-0.0156787945275189,0.000246971783668699,-0.00988400156609024,-0.00217003508431818,-0.00130795593672835
"THSD7A","ENSECAG00000000292","ENSECAG00000000292",-0.0149455529347016,0.00860734632673112,-0.00575001957494307,0.00303733028032086,0.00745516468964192
